Owned Area - Building Inventory 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
District,Fin-Sub,Chrgbl Fin No,PO Name,Unit Name,Property Address,County,City,ST,ZIP Code,Property Status,Ownership,FDB ID (All),AMS Locale Key (All),FDB Facility Type (All),FDB Facility Subtype (All),Building Ownership Description,Land Desc,Space Certified Indicator,Bldg Occu Date,Int Sq Ft
Northern New England,221335-G01,221335,CARIBOU,MAIN OFFICE,41 SWEDEN ST,AROOSTOOK,CARIBOU,ME,04736-9998,Active,Owned,1357013,V24792,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1971,"15,238"
Northern New England,221395-G01,221395,CASTINE,MAIN OFFICE,43 MAIN ST,HANCOCK,CASTINE,ME,04421-9998,Active,Owned,1357249,V24796,Post Office,Administrative Post Office (APO),Unknown,Unknown,No,1/1/1833,900
Northern New England,222070-G01,222070,DEXTER,MAIN OFFICE,2 POST OFFICE RD,PENOBSCOT,DEXTER,ME,04930-9998,Active,Owned,1360803,V24834,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1940,"6,468"
Northern New England,222130-G01,222130,DOVER FOXCROFT,MAIN OFFICE,41 NORTH ST,PISCATAQUIS,DOVER FOXCROFT,ME,04426-9998,Active,Owned,1361094,V24838,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,12/1/1938,"7,398"
Northern New England,220355-G02,220355,EASTERN MAINE,P&DC,16 PENOBSCOT MEADOW DR,PENOBSCOT,HAMPDEN,ME,04444-7099,Active,Owned,1434491,V24870,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1994,"173,800"
Northern New England,220355-G02,220355,EASTERN MAINE,P&DC,16 PENOBSCOT MEADOW DR,PENOBSCOT,HAMPDEN,ME,04444-7099,Active,Owned,1441078,V27348,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,5/1/1994,"173,800"
Northern New England,222550-G01,222550,EASTPORT,MAIN OFFICE,1 WASHINGTON ST,WASHINGTON,EASTPORT,ME,04631-9998,Active,Owned,1361941,V24872,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,7/1/1993,"7,642"
Northern New England,222760-G01,222760,ELLSWORTH,MAIN OFFICE,199 MAIN ST,HANCOCK,ELLSWORTH,ME,04605-9998,Active,Owned,1362419,V24875,Post Office,Administrative Post Office (APO),"USPS Building, Prev. Leased","USPS Land, Prev. Leased",Yes,6/1/1970,"13,526"
Northern New England,222865-G01,222865,FAIRFIELD,MAIN OFFICE,130 MAIN ST,SOMERSET,FAIRFIELD,ME,04937-9998,Active,Owned,1362982,V24884,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1938,"5,690"
Northern New England,222880-G01,222880,FARMINGTON,MAIN OFFICE,196 MAIN ST,FRANKLIN,FARMINGTON,ME,04938-9998,Active,Owned,1363163,V24890,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1936,"7,568"
Northern New England,222970-G01,222970,FORT FAIRFIELD,MAIN OFFICE,289 MAIN ST,AROOSTOOK,FORT FAIRFIELD,ME,04742-9998,Active,Owned,1363770,V24892,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,6/1/1929,"8,684"
Northern New England,222985-G01,222985,FORT KENT,MAIN OFFICE,152 W MAIN ST,AROOSTOOK,FORT KENT,ME,04743-9998,Active,Owned,1363792,V24893,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,6/1/1942,"5,500"
Northern New England,223150-G01,223150,GARDINER,MAIN OFFICE,348 WATER ST,KENNEBEC,GARDINER,ME,04345-9998,Active,Owned,1364441,V24904,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,4/1/1917,"7,349"
Northern New England,223225-G02,223225,GORHAM,MAIN OFFICE,1 POST OFFICE SQ,CUMBERLAND,GORHAM,ME,04038-9998,Active,Owned,1365188,V24911,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1999,"13,374"
Northern New England,223300-G02,223300,GRAY,MAIN OFFICE,10 TURNPIKE ACRES RD,CUMBERLAND,GRAY,ME,04039-9998,Active,Owned,1365470,V24915,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,9/1/2001,"5,896"
Northern New England,223450-G01,223450,HALLOWELL,MAIN OFFICE,95 SECOND ST,KENNEBEC,HALLOWELL,ME,04347-9998,Active,Owned,1365993,V24926,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1931,"7,280"
Northern New England,223540-G01,223540,HANOVER,MAIN OFFICE,2046 MAIN ST,OXFORD,HANOVER,ME,04237-9998,Active,Owned,1366166,V24929,Post Office,Remotely Managed Post Office (RMPO),"USPS Building, Const. by USPS",Land Data on separate record,No,8/20/2004,"1,014"
Northern New England,223810-G01,223810,HOULTON,MAIN OFFICE,39 COURT ST STE 9998,AROOSTOOK,HOULTON,ME,04730-9998,Active,Owned,1367473,V24943,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,8/1/1932,"27,271"
Northern New England,224140-G01,224140,KENNEBUNKPORT,MAIN OFFICE,5 TEMPLE ST,YORK,KENNEBUNKPORT,ME,04046-6046,Active,Owned,1368855,V24961,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,2/1/1941,"5,869"
Northern New England,224395-G01,224395,LEWISTON,MAIN OFFICE,49 ASH ST,ANDROSCOGGIN,LEWISTON,ME,04240-9998,Active,Owned,1370338,V24977,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,1/1/1935,"23,358"
Northern New England,224515-G01,224515,LINCOLNVILLE,MPO,2512 ATLANTIC HWY,WALDO,LINCOLNVILLE,ME,04849-9998,Active,Owned,1370503,V24985,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,3/1/2000,"4,997"
Northern New England,224770-G01,224770,LUBEC,MAIN OFFICE,3 WASHINGTON ST,WASHINGTON,LUBEC,ME,04652-9998,Active,Owned,1371111,V25000,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1965,"5,656"
Northern New England,224800-G01,224800,MACHIAS,MAIN OFFICE,89 COURT ST STE 1,WASHINGTON,MACHIAS,ME,04654-9998,Active,Owned,1371314,V25003,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,2/1/1967,"10,665"
Northern New England,225160-G01,225160,MILLINOCKET,MAIN OFFICE,113 PENOBSCOT AVE,PENOBSCOT,MILLINOCKET,ME,04462-9998,Active,Owned,1373187,V25027,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1937,"8,684"
Northern New England,226135-G01,226135,NORWAY,MAIN OFFICE,299 MAIN ST,OXFORD,NORWAY,ME,04268-9998,Active,Owned,1375610,V25084,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,10/1/1941,"7,048"
Northern New England,226285-G01,226285,OLD TOWN,MPO,141 CENTER ST,PENOBSCOT,OLD TOWN,ME,04468-9998,Active,Owned,1376035,V25091,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",No,6/1/1913,"6,789"
Northern New England,226360-G01,226360,ORONO,MAIN OFFICE,1 BENNOCH RD,PENOBSCOT,ORONO,ME,04473-9998,Active,Owned,1376314,V25095,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,1/1/1934,"7,630"
Northern New England,226285-G02,226285,ORONO/OLD TOWN,CARRIER ANNEX,21 GODFREY DR,PENOBSCOT,ORONO,ME,04473-3694,Active,Owned,1432690,106,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,8/1/1999,"7,962"
Northern New England,226901-G01,226901,PORTLAND,MAIN OFFICE,125 FOREST AVE,CUMBERLAND,PORTLAND,ME,04101-9998,Active,Owned,1000048,8210,Administrative Office,Consumer Affairs Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,10/1/1934,"255,154"
Northern New England,226901-G01,226901,PORTLAND,MAIN OFFICE,125 FOREST AVE,CUMBERLAND,PORTLAND,ME,04101-9998,Active,Owned,1378768,V27468,Post Office,Carrier Section (SEC),"USPS Building, Transferred","USPS Land, Transferred",Yes,10/1/1934,"255,154"
Northern New England,226901-G01,226901,PORTLAND,MAIN OFFICE,125 FOREST AVE,CUMBERLAND,PORTLAND,ME,04101-9998,Active,Owned,1434511,V25132,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,10/1/1934,"255,154"
Northern New England,226901-G01,226901,PORTLAND,MAIN OFFICE,125 FOREST AVE,CUMBERLAND,PORTLAND,ME,04101-9998,Active,Owned,1434697,V27746,Administrative Office,District Administrative Office (DM),"USPS Building, Transferred","USPS Land, Transferred",Yes,10/1/1934,"255,154"
Northern New England,226908-G01,226908,PORTLAND,SO PORTLAND BR,15 COTTAGE RD,CUMBERLAND,SOUTH PORTLAND,ME,04106-3615,Active,Owned,1434522,V25206,Post Office,Branch,"USPS Building, Transferred","USPS Land, Transferred",Yes,2/1/1939,"7,281"
Northern New England,226945-G01,226945,PRESQUE ISLE,MAIN OFFICE,23 2ND ST,AROOSTOOK,PRESQUE ISLE,ME,04769-9998,Active,Owned,1378370,V25134,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1934,"16,414"
Northern New England,227230-G01,227230,ROCKLAND,MAIN OFFICE,21 LIMEROCK ST STE 9998,KNOX,ROCKLAND,ME,04841-9998,Active,Owned,1379673,V25147,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,11/1/1967,"18,377"
Northern New England,227320-G01,227320,RUMFORD,MAIN OFFICE,137 CONGRESS ST,OXFORD,RUMFORD,ME,04276-9998,Active,Owned,1380079,V25152,Post Office,Administrative Post Office (APO),"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1918,"9,449"
Northern New England,227395-G01,227395,SACO,MAIN OFFICE,225 MAIN ST,YORK,SACO,ME,04072-9998,Active,Owned,1380215,V25156,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,8/1/1924,"4,700"
Northern New England,227515-G01,227515,SANFORD,MAIN OFFICE,30 SCHOOL ST,YORK,SANFORD,ME,04073-9998,Active,Owned,1380725,V25164,Post Office,Main Post Office,"USPS Building, Transferred","USPS Land, Transferred",Yes,6/1/1933,"13,710"
Northern New England,227935-G01,227935,SKOWHEGAN,MAIN OFFICE,242 WATER ST,SOMERSET,SKOWHEGAN,ME,04976-9998,Active,Owned,1381789,V25187,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/1918,"10,630"
Northern New England,228040-G01,228040,SOUTH BERWICK,MAIN OFFICE,300 MAIN ST,YORK,SOUTH BERWICK,ME,03908-9998,Active,Owned,1382108,V25195,Post Office,Main Post Office,Lease Purchase,Lease Purchase,No,9/1/1961,"4,475"
Northern New England,226900-G10,226901,SOUTHERN MAINE,P&DC,79 POSTAL SERVICE WAY,CUMBERLAND,SCARBOROUGH,ME,04074-7001,Active,Owned,1443242,7387,Mail Processing,Processing and Distribution Center/Facility (PDC/PDF),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/2006,"422,682"
Northern New England,226900-G10,226901,SOUTHERN MAINE,P&DC,79 POSTAL SERVICE WAY,CUMBERLAND,SCARBOROUGH,ME,04074-7001,Active,Owned,1451908,13428,Post Office,Carrier Annex (ANX),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,7/1/2006,"422,682"
Northern New England,228370-G01,228370,SPRINGVALE,MAIN OFFICE,492 MAIN ST,YORK,SPRINGVALE,ME,04083-9998,Active,Owned,1382622,V25214,Post Office,Administrative Post Office (APO),Lease Purchase,Lease Purchase,No,2/1/1962,"2,614"
Northern New England,229120-G02,229120,WATERVILLE,GMF,33 COLLEGE AVE,KENNEBEC,WATERVILLE,ME,04901-9998,Active,Owned,1386619,V25277,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,6/1/1976,"40,676"
Northern New England,229225-G01,229225,WELLS,MAIN OFFICE,1886 POST RD,YORK,WELLS,ME,04090-9998,Active,Owned,1386878,V25282,Post Office,Main Post Office,"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",Yes,10/1/1990,"9,824"
Northern New England,229330-G02,229330,WESTBROOK,MAIN OFFICE,775 MAIN ST,CUMBERLAND,WESTBROOK,ME,04092-3438,Active,Owned,1387248,V25305,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,2/1/1978,"6,360"
Northern New England,229885-G01,229885,WINTHROP,MAIN OFFICE,112 MAIN ST,KENNEBEC,WINTHROP,ME,04364-9998,Active,Owned,1388059,V25317,Post Office,Administrative Post Office (APO),"USPS Building, Const. by USPS","USPS Land, Not Prev. Leased",No,4/28/2009,"3,300"
Northern New England,229900-G01,229900,WISCASSET,MAIN OFFICE,140 MAIN ST,LINCOLN,WISCASSET,ME,04578-9998,Active,Owned,1388073,V25318,Post Office,Main Post Office,"USPS Building, Prev. Leased","USPS Land, Prev. Leased",No,12/1/1961,"3,354"
Total,,,,,,,,,,,,,,,,,,,,"2,725,498"
Count,,,,,,,,,,,,,,,,,,,,58
